Ticker,ETF_Ticker,ETF_Name,Category,Expense_Ratio,Weightage
CDNS,FEVR,Inspire Faithward Large Cap Momentum ESG ETF,Large Cap Growth Equities,0.85,2.81
CDNS,QTEC,First Trust NASDAQ-100 Technology Sector Index Fund,Technology Equities,0.57,2.58
CDNS,ROBT,First Trust Nasdaq Artificial Intelligence & Robotics ETF,Technology Equities,0.65,2.16
CDNS,MIDF,iShares MSCI USA Mid-Cap Multifactor ETF,Mid Cap Blend Equities,0.25,2.13
CDNS,IQM,Franklin Intelligent Machines ETF,Large Cap Growth Equities,0.5,2.04
CDNS,RFDA,RiverFront Dynamic US Dividend Advantage ETF,Large Cap Growth Equities,0.52,1.94
CDNS,QTUM,Defiance Quantum ETF,Technology Equities,0.4,1.78
CDNS,VOT,Vanguard Mid-Cap Growth ETF,Mid Cap Growth Equities,0.07,1.21
CDNS,IWP,iShares Russell Mid-Cap Growth ETF,All Cap Equities,0.23,1.12
CPB,FTHI,First Trust BuyWrite Income ETF,Large Cap Blend Equities,0.85,1.53
CPB,FTLB,First Trust Hedged BuyWrite Income ETF,Long-Short,0.85,1.51
CAH,RDIV,Invesco S&P Ultra Dividend Revenue ETF,All Cap Equities,0.39,5.02
CAH,WBIY,WBI Power Factor High Dividend ETF,All Cap Equities,0.7,4.91
CAH,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities,0.29,4.19
CAH,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Health & Biotech Equities,0.6,3.77
CAH,SDY,SPDR S&P Dividend ETF,All Cap Equities,0.35,1.57
CCL,CRUZ,Defiance Hotel Airline and Cruise ETF,Consumer Discretionary Equities,0.45,6.24
CCL,TRYP,"SonicShares Airlines, Hotels, Cruise Lines ETF",Consumer Discretionary Equities,0.75,3.76
CTLT,PBE,Invesco Dynamic Biotechnology & Genome ETF,Health & Biotech Equities,0.59,5.21
CTLT,IHE,iShares U.S. Pharmaceuticals ETF,Health & Biotech Equities,0.42,3.88
CTLT,MJJ,Microsectors Cannabis ETN,Health & Biotech Equities,0.7,3.86
CTLT,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Health & Biotech Equities,0.6,3.73
CTLT,HELX,Franklin Genomic Advancements ETF,Health & Biotech Equities,0.5,2.87
CTLT,IVDG,Invesco Focused Discovery Growth ETF,N/A,0.59,2.6
CTLT,FXH,First Trust Health Care AlphaDEX Fund,Health & Biotech Equities,0.61,1.8
CTLT,BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Small Cap Growth Equities,0.07,0.55
CTLT,SMMD,iShares Russell 2500 ETF,Small Cap Growth Equities,0.15,0.28
CBOE,IAI,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Financials Equities,0.41,4.44
CBOE,OUSM,OShares U.S. Small-Cap Quality Dividend ETF,Small Cap Blend Equities,0.48,1.97
CDW,QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ETF,N/A,0.58,4.66
CNC,IHF,iShares U.S. Healthcare Providers ETF,Health & Biotech Equities,0.42,5.13
CNC,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities,0.29,4.87
CNC,BTEC,Principal Healthcare Innovators ETF,Health & Biotech Equities,0.42,3.65
CNC,NVQ,QRAFT AI-Enhanced US Next Value ETF,All Cap Equities,0.75,2.28
CNC,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities,0.59,2.1
CNC,XHS,SPDR S&P Health Care Services ETF,Health & Biotech Equities,0.35,2.09
CNC,RYH,Invesco S&P 500® Equal Weight Health Care ETF,Health & Biotech Equities,0.4,2.0
CNC,SPVU,Invesco S&P 500® Enhanced Value ETF,Large Cap Value Equities,0.13,1.77
CNC,RPV,Invesco S&P 500® Pure Value ETF,All Cap Equities,0.35,1.53
CNC,VFVA,Vanguard U.S. Value Factor ETF,All Cap Equities,0.14,0.68
CDAY,IVOO,Vanguard S&P Mid-Cap 400 ETF,Small Cap Growth Equities,0.1,0.62
CDAY,VBK,Vanguard Small Cap Growth ETF,Small Cap Growth Equities,0.07,0.62
CDAY,VB,Vanguard Small Cap ETF,Small Cap Growth Equities,0.05,0.27
CF,RTM,Invesco S&P 500® Equal Weight Materials ETF,Materials,0.4,4.66
CF,TADS,The Active Dividend Stock ETF,All Cap Equities,1.68,3.93
CF,FTRI,First Trust Indxx Global Natural Resources Income ETF,Commodity Producers Equities,0.7,3.27
CF,SDOG,ALPS Sector Dividend Dogs ETF,Large Cap Value Equities,0.4,2.66
CF,VEGI,iShares MSCI Global Agriculture Producers ETF,Large Cap Blend Equities,0.39,2.45
CF,SPDV,AAM S&P 500 High Dividend Value ETF,Large Cap Value Equities,0.29,2.36
CF,TEQI,T. Rowe Price Equity Income ETF,Large Cap Value Equities,0.54,1.88
CF,QDIV,Global X S&P 500 Quality Dividend ETF,Large Cap Blend Equities,0.2,1.53
CF,HAP,VanEck Natural Resources ETF,Large Cap Blend Equities,0.5,1.39
CF,SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,Large Cap Growth Equities,0.6,1.11
SCHW,BIDS,Amplify Digital & Online Trading ETF,N/A,0.59,8.3
SCHW,IAI,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Financials Equities,0.41,4.9
SCHW,ACSI,American Customer Satisfaction ETF,Large Cap Growth Equities,0.66,3.54
SCHW,EQRR,ProShares Equities for Rising Rates ETF,Large Cap Blend Equities,0.35,2.97
SCHW,IYG,iShares U.S. Financial Services ETF,Financials Equities,0.42,2.75
SCHW,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,2.74
SCHW,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,2.66
SCHW,IEFN,iShares Evolved U.S. Financials ETF,Financials Equities,0.18,2.4
SCHW,FNCL,Fidelity MSCI Financials Index ETF,Financials Equities,0.08,2.13
SCHW,SPMO,Invesco S&P 500® Momentum ETF,Large Cap Growth Equities,0.13,2.11
CVX,XLE,Energy Select Sector SPDR Fund,Energy Equities,0.12,20.33
CVX,VDE,Vanguard Energy ETF,Energy Equities,0.1,16.76
CVX,IYE,iShares U.S. Energy ETF,Energy Equities,0.42,16.55
CVX,FENY,Fidelity MSCI Energy Index ETF,Energy Equities,0.08,16.32
CVX,IXC,iShares Global Energy ETF,Energy Equities,0.43,10.99
CVX,FILL,iShares MSCI Global Energy Producers ETF,Energy Equities,0.39,10.29
CVX,IGE,iShares North American Natural Resources ETF,Large Cap Blend Equities,0.43,10.28
CVX,DJD,Invesco Dow Jones Industrial Average Dividend ETF,Large Cap Blend Equities,0.07,9.71
CVX,FDL,First Trust Morningstar Dividend Leaders Index Fund,Large Cap Value Equities,0.45,8.32
CVX,NANR,SPDR S&P North American Natural Resources ETF,Commodity Producers Equities,0.35,7.99
CB,IAK,iShares U.S. Insurance ETF,Financials Equities,0.42,11.56
CB,KBWP,Invesco KBW Property & Casualty Insurance ETF,Financials Equities,0.35,8.49
CB,DFNL,Davis Select Financial ETF,Financials Equities,0.64,6.2
CB,DBLV,AdvisorShares DoubleLine Value Equity ETF,Large Cap Blend Equities,0.91,2.36
CB,SPMV,Invesco S&P 500 Minimum Variance ETF,Large Cap Growth Equities,0.1,2.14
CB,KIE,SPDR S&P Insurance ETF,Financials Equities,0.35,2.1
CB,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,1.91
CB,TEQI,T. Rowe Price Equity Income ETF,Large Cap Value Equities,0.54,1.91
CB,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,1.85
CB,VFH,Vanguard Financials ETF,Financials Equities,0.1,1.59
CI,IHF,iShares U.S. Healthcare Providers ETF,Health & Biotech Equities,0.42,4.38
CI,SPVU,Invesco S&P 500® Enhanced Value ETF,Large Cap Value Equities,0.13,3.39
CI,NVQ,QRAFT AI-Enhanced US Next Value ETF,All Cap Equities,0.75,2.91
CI,DUSA,Davis Select U.S. Equity ETF,Large Cap Blend Equities,0.62,2.85
CI,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities,0.59,2.2
CI,FXH,First Trust Health Care AlphaDEX Fund,Health & Biotech Equities,0.61,2.11
CI,RYH,Invesco S&P 500® Equal Weight Health Care ETF,Health & Biotech Equities,0.4,1.7
CI,DSTL,Distillate US Fundamental Stability & Value ETF,Large Cap Growth Equities,0.39,1.4
CI,RWL,Invesco S&P 500 Revenue ETF,Large Cap Blend Equities,0.39,1.28
CI,FTA,First Trust Large Cap Value AlphaDEX Fund,Large Cap Value Equities,0.6,0.92
CTAS,QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ETF,N/A,0.58,4.71
CTAS,JRNY,ALPS Global Travel Beneficiaries ETF,Consumer Discretionary Equities,0.65,3.79
CTAS,ENTR,ERShares Entrepreneurs ETF,Large Cap Growth Equities,0.49,3.26
CTAS,QQXT,First Trust Nasdaq-100 Ex-Technology Sector Index Fund,Large Cap Growth Equities,0.6,1.82
CTAS,FLQM,Franklin LibertyQ U.S. Mid Cap Equity ETF,Mid Cap Blend Equities,0.3,1.14
C,KBWB,Invesco KBW Bank ETF,Financials Equities,0.35,6.98
C,FTXO,First Trust Nasdaq Bank ETF,Financials Equities,0.6,6.94
C,IYG,iShares U.S. Financial Services ETF,Financials Equities,0.42,3.14
C,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,3.12
C,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,3.03
C,SPVU,Invesco S&P 500® Enhanced Value ETF,Large Cap Value Equities,0.13,3.02
C,VFH,Vanguard Financials ETF,Financials Equities,0.1,2.85
C,REVS,Columbia Research Enhanced Value ETF,Large Cap Value Equities,0.19,2.74
C,DHS,WisdomTree US High Dividend Fund,Large Cap Value Equities,0.38,2.68
C,IEFN,iShares Evolved U.S. Financials ETF,Financials Equities,0.18,2.63
CTXS,NIFE,Direxion Fallen Knives ETF,Small Cap Blend Equities,0.5,4.33
CTXS,AIEQ,AI Powered Equity ETF,Large Cap Growth Equities,0.8,2.8
CME,IAI,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Financials Equities,0.41,4.95
CME,BLOK,Amplify Transformational Data Sharing ETF,Technology Equities,0.71,3.0
CME,KCE,SPDR S&P Capital Markets ETF,Financials Equities,0.35,1.82
CME,RYF,Invesco S&P 500® Equal Weight Financials ETF,Financials Equities,0.4,1.68
CME,LSLT,Pacer Salt Low truBeta US Market ETF,Large Cap Blend Equities,0.6,1.15
KO,IECS,iShares Evolved U.S. Consumer Staples ETF,Consumer Staples Equities,0.18,11.62
KO,IYK,iShares U.S. Consumer Staples ETF,Consumer Staples Equities,0.43,10.38
KO,XLP,Consumer Staples Select Sector SPDR Fund,Consumer Staples Equities,0.12,9.84
KO,VDC,Vanguard Consumer Staples ETF,Consumer Staples Equities,0.1,8.29
KO,FSTA,FIDELITY COVINGTON TRUST MSCI CONSUMER STAPLES INDEX ETF,Consumer Staples Equities,0.08,8.23
KO,JHMS,John Hancock Multifactor Consumer Staples ETF,Consumer Staples Equities,0.4,5.87
KO,KXI,iShares Global Consumer Staples ETF,Consumer Staples Equities,0.43,5.05
KO,DJD,Invesco Dow Jones Industrial Average Dividend ETF,Large Cap Blend Equities,0.07,4.49
KO,FDL,First Trust Morningstar Dividend Leaders Index Fund,Large Cap Value Equities,0.45,4.45
KO,DHS,WisdomTree US High Dividend Fund,Large Cap Value Equities,0.38,4.09
CL,XLP,Consumer Staples Select Sector SPDR Fund,Consumer Staples Equities,0.12,3.6
CL,PAWZ,ProShares Pet Care ETF,Global Equities,0.5,3.58
CL,IYK,iShares U.S. Consumer Staples ETF,Consumer Staples Equities,0.43,3.16
CL,JHMS,John Hancock Multifactor Consumer Staples ETF,Consumer Staples Equities,0.4,2.82
CL,VDC,Vanguard Consumer Staples ETF,Consumer Staples Equities,0.1,2.72
CL,FSTA,FIDELITY COVINGTON TRUST MSCI CONSUMER STAPLES INDEX ETF,Consumer Staples Equities,0.08,2.64
CL,LVHD,Legg Mason Low Volatility High Dividend ETF,Volatility Hedged Equity,0.27,2.56
CL,HUSV,First Trust Horizon Managed Volatility Domestic ETF,Volatility Hedged Equity,0.7,2.14
CL,IECS,iShares Evolved U.S. Consumer Staples ETF,Consumer Staples Equities,0.18,2.06
CL,VSDA,VictoryShares Dividend Accelerator ETF,Large Cap Growth Equities,0.35,1.89
CMA,SDOG,ALPS Sector Dividend Dogs ETF,Large Cap Value Equities,0.4,2.34
CMA,KRE,SPDR S&P Regional Banking ETF,Financials Equities,0.35,2.11
CMA,PEY,Invesco High Yield Equity Dividend Achievers™ ETF,All Cap Equities,0.53,2.06
CMA,IAT,iShares U.S. Regional Banks ETF,Financials Equities,0.41,1.79
CMA,RYF,Invesco S&P 500® Equal Weight Financials ETF,Financials Equities,0.4,1.74
CMA,SPYD,SPDR Portfolio S&P 500 High Dividend ETF,Large Cap Blend Equities,0.07,1.59
CMA,KBE,SPDR S&P Bank ETF,Financials Equities,0.35,1.55
CMA,QDIV,Global X S&P 500 Quality Dividend ETF,Large Cap Blend Equities,0.2,1.55
CMA,FSMO,Fidelity Small-Mid Cap Opportunities ETF,N/A,0.64,1.23
CMA,ESML,iShares ESG Aware MSCI USA Small-Cap ETF,Small Cap Growth Equities,0.17,0.4
COP,IEO,iShares U.S. Oil & Gas Exploration & Production ETF,Energy Equities,0.42,17.75
COP,IYE,iShares U.S. Energy ETF,Energy Equities,0.42,7.62
COP,FENY,Fidelity MSCI Energy Index ETF,Energy Equities,0.08,7.03
COP,JHME,John Hancock Multifactor Energy ETF,Energy Equities,0.4,6.51
COP,VDE,Vanguard Energy ETF,Energy Equities,0.1,6.33
COP,PXE,Invesco Dynamic Energy Exploration & Production ETF,Energy Equities,0.63,4.89
COP,IXC,iShares Global Energy ETF,Energy Equities,0.43,4.86
COP,RYE,Invesco S&P 500® Equal Weight Energy ETF,Energy Equities,0.4,4.8
COP,NANR,SPDR S&P North American Natural Resources ETF,Commodity Producers Equities,0.35,4.68
COP,FILL,iShares MSCI Global Energy Producers ETF,Energy Equities,0.39,4.6
STZ,TOKE,Cambria Cannabis ETF,All Cap Equities,0.42,6.42
STZ,PBJ,Invesco Dynamic Food & Beverage ETF,Consumer Staples Equities,0.63,4.94
STZ,RHS,Invesco S&P 500® Equal Weight Consumer Staples ETF,Consumer Staples Equities,0.4,3.2
STZ,FDG,American Century Focused Dynamic Growth ETF,Global Equities,0.45,3.11
STZ,JHMS,John Hancock Multifactor Consumer Staples ETF,Consumer Staples Equities,0.4,3.02
STZ,MOAT,VanEck Morningstar Wide Moat ETF,All Cap Equities,0.47,2.4
STZ,XLP,Consumer Staples Select Sector SPDR Fund,Consumer Staples Equities,0.12,2.04
STZ,IYK,iShares U.S. Consumer Staples ETF,Consumer Staples Equities,0.43,1.91
STZ,FSTA,FIDELITY COVINGTON TRUST MSCI CONSUMER STAPLES INDEX ETF,Consumer Staples Equities,0.08,1.59
GLW,RNDV,US Equity Dividend Select ETF,Large Cap Blend Equities,0.5,2.34
GLW,VOE,Vanguard Mid-Cap Value ETF,Mid Cap Value Equities,0.07,0.91
COST,FSTA,FIDELITY COVINGTON TRUST MSCI CONSUMER STAPLES INDEX ETF,Consumer Staples Equities,0.08,7.76
COST,VDC,Vanguard Consumer Staples ETF,Consumer Staples Equities,0.1,7.1
COST,JHMS,John Hancock Multifactor Consumer Staples ETF,Consumer Staples Equities,0.4,6.55
COST,IEDI,iShares Evolved U.S. Discretionary Spending ETF,Consumer Discretionary Equities,0.18,5.5
COST,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities,0.29,5.44
COST,RTH,VanEck Retail ETF,Consumer Discretionary Equities,0.35,5.18
COST,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities,0.29,4.91
COST,KXI,iShares Global Consumer Staples ETF,Consumer Staples Equities,0.43,4.85
COST,XLP,Consumer Staples Select Sector SPDR Fund,Consumer Staples Equities,0.12,4.8
COST,FTXD,First Trust Nasdaq Retail ETF,Consumer Discretionary Equities,0.6,4.28
CCI,SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Real Estate,0.6,14.31
CCI,SPRE,SP Funds S&P Global REIT Sharia ETF,Global Real Estate,0.69,11.62
CCI,VPN,Global X Data Center REITs & Digital Infrastructure ETF,Technology Equities,0.5,11.28
CCI,FPRO,Fidelity Real Estate Investment ETF,Global Real Estate,0.59,9.58
CCI,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,0.12,7.55
CCI,ICF,iShares Cohen & Steers REIT ETF,Real Estate,0.33,7.12
CCI,PSR,Invesco Active U.S. Real Estate Fund,Real Estate,0.35,6.67
CCI,TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Utilities Equities,0.47,5.26
CCI,SCHH,Schwab US REIT ETF,Real Estate,0.07,5.15
CCI,IYR,iShares U.S. Real Estate ETF,Real Estate,0.41,5.12
CMI,JHMI,John Hancock Multifactor Industrials ETF,Industrials Equities,0.4,1.44
CMI,ESGS,Columbia Sustainable US Equity Income ETF,All Cap Equities,0.35,1.41
DHI,ITB,iShares U.S. Home Construction ETF,Building & Construction ,0.41,13.9
DHI,XHB,SPDR S&P Homebuilders ETF,Building & Construction ,0.35,3.84
DHI,ZIG,Acquirers Fund,Large Cap Blend Equities,1.85,3.51
DHI,LEAD,Siren DIVCON Leaders Dividend ETF,Large Cap Growth Equities,0.43,2.81
DHI,DFND,Siren DIVCON Dividend Defender ETF,Large Cap Blend Equities,1.5,2.29
DHI,FXD,First Trust Consumer Discretionary AlphaDEX Fund,Consumer Discretionary Equities,0.63,1.44
DHI,JHMI,John Hancock Multifactor Industrials ETF,Industrials Equities,0.4,1.35
DHI,FTA,First Trust Large Cap Value AlphaDEX Fund,Large Cap Value Equities,0.6,0.96
DHI,VOE,Vanguard Mid-Cap Value ETF,Mid Cap Value Equities,0.07,0.92
DHI,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities,0.7,0.48
DRI,WBIF,WBI BullBear Value 3000 ETF,Global Equities,1.25,4.98
DRI,EATZ,AdvisorShares Restaurant ETF,N/A,0.99,4.11
DE,VEGI,iShares MSCI Global Agriculture Producers ETF,Large Cap Blend Equities,0.39,19.03
DE,FTAG,First Trust Indxx Global Agriculture ETF,Large Cap Blend Equities,0.7,9.02
DE,MOO,VanEck Agribusiness ETF,Large Cap Blend Equities,0.56,7.38
DE,HAP,VanEck Natural Resources ETF,Large Cap Blend Equities,0.5,7.3
DE,CFCV,ClearBridge Focus Value ESG ETF,Global Equities,0.49,4.74
DE,XLI,Industrial Select Sector SPDR Fund,Industrials Equities,0.12,3.12
DE,ARKQ,ARK Autonomous Technology & Robotics ETF,All Cap Equities,0.75,2.97
DE,BECO,BlackRock Future Climate and Sustainable Economy ETF,N/A,0.7,2.82
DE,PAVE,Global X US Infrastructure Development ETF,Utilities Equities,0.47,2.72
DE,VIS,Vanguard Industrials ETF,Industrials Equities,0.1,2.66
DXCM,SNSR,Global X Internet of Things ETF,Technology Equities,0.68,7.85
DXCM,EDOC,Global X Telemedicine & Digital Health ETF,Health & Biotech Equities,0.68,6.5
DXCM,PINK,Simplify Health Care ETF,Health & Biotech Equities,0.5,5.17
DXCM,QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ETF,N/A,0.58,5.12
DXCM,BFIT,Global X Health & Wellness ETF,Consumer Discretionary Equities,0.5,4.5
DXCM,IHI,iShares U.S. Medical Devices ETF,Health & Biotech Equities,0.41,3.86
DXCM,AGNG,Global X Aging Population ETF,Health & Biotech Equities,0.5,3.34
DXCM,IQM,Franklin Intelligent Machines ETF,Large Cap Growth Equities,0.5,2.98
DXCM,RPG,Invesco S&P 500® Pure Growth ETF,Large Cap Growth Equities,0.35,2.01
DXCM,QQXT,First Trust Nasdaq-100 Ex-Technology Sector Index Fund,Large Cap Growth Equities,0.6,1.82
DLR,VPN,Global X Data Center REITs & Digital Infrastructure ETF,Technology Equities,0.5,9.28
DLR,FPRO,Fidelity Real Estate Investment ETF,Global Real Estate,0.59,7.12
DLR,ICF,iShares Cohen & Steers REIT ETF,Real Estate,0.33,4.7
DLR,SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,Real Estate,0.6,4.42
DLR,ERTH,Invesco MSCI Sustainable Future ETF,Alternative Energy Equities,0.55,4.29
DLR,XLRE,Real Estate Select Sector SPDR Fund,Real Estate,0.12,4.22
DLR,RWR,SPDR Dow Jones REIT ETF,Real Estate,0.25,4.1
DLR,CLOU,Global X Cloud Computing ETF,Technology Equities,0.68,3.6
DLR,FRI,First Trust S&P REIT Index Fund,Real Estate,0.5,3.55
DLR,BBRE,JPMorgan BetaBuilders MSCI US REIT ETF,Real Estate,0.11,3.52
DISCA,SUBZ,Roundhill Streaming Services & Technology ETF,Technology Equities,0.75,3.12
DG,FTXD,First Trust Nasdaq Retail ETF,Consumer Discretionary Equities,0.6,3.64
DG,RTH,VanEck Retail ETF,Consumer Discretionary Equities,0.35,3.09
DG,VSDA,VictoryShares Dividend Accelerator ETF,Large Cap Growth Equities,0.35,1.97
DG,IEDI,iShares Evolved U.S. Discretionary Spending ETF,Consumer Discretionary Equities,0.18,1.45
DG,ALTL,Pacer Lunt Large Cap Alternator ETF,Large Cap Growth Equities,0.6,1.2
DG,XLY,Consumer Discretionary Select Sector SPDR Fund,Consumer Discretionary Equities,0.12,1.18
DG,VCR,Vanguard Consumer Discretionary ETF,Consumer Discretionary Equities,0.1,0.96
DG,ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Volatility Hedged Equity,0.2,0.93
DG,FDIS,Fidelity MSCI Consumer Discretionary Index ETF,Consumer Discretionary Equities,0.08,0.88
D,NLR,VanEck Uranium + Nuclear Energy ETF,Alternative Energy Equities,0.61,7.55
D,XLU,Utilities Select Sector SPDR Fund,Utilities Equities,0.12,6.49
D,VPU,Vanguard Utilities ETF,Utilities Equities,0.1,5.67
D,FUTY,Fidelity MSCI Utilities Index ETF,Utilities Equities,0.08,5.58
D,IDU,iShares U.S. Utilities ETF,Utilities Equities,0.43,5.36
D,UTES,Virtus Reaves Utilities ETF,Utilities Equities,0.49,4.5
D,JXI,iShares Global Utilities ETF,Utilities Equities,0.43,4.02
D,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,4.02
D,RYU,Invesco S&P 500® Equal Weight Utilities ETF,Utilities Equities,0.4,3.58
D,ABEQ,Absolute Core Strategy ETF,All Cap Equities,0.85,3.56
DOV,VSDA,VictoryShares Dividend Accelerator ETF,Large Cap Growth Equities,0.35,2.01
DTE,PUI,Invesco DWA Utilities Momentum ETF,Utilities Equities,0.6,4.28
DTE,FXU,First Trust Utilities AlphaDEX Fund,Utilities Equities,0.62,4.05
DTE,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,4.01
DTE,VSL,Volshares Large Cap ETF,Large Cap Blend Equities,0.65,3.87
DTE,JHMU,John Hancock Multifactor Utilities ETF,Utilities Equities,0.4,3.68
DTE,ECLN,First Trust EIP Carbon Impact ETF,Utilities Equities,0.97,2.95
DTE,EMLP,First Trust North American Energy Infrastructure Fund,MLPs,0.96,2.67
DTE,VPU,Vanguard Utilities ETF,Utilities Equities,0.1,2.11
DTE,JEPI,JPMorgan Equity Premium Income ETF,Large Cap Blend Equities,0.35,1.54
DTE,TPHD,Timothy Plan High Dividend Stock ETF,All Cap Equities,0.52,1.3
DRE,INDS,Pacer Benchmark Industrial Real Estate SCTR ETF,Real Estate,0.6,15.08
DRE,JRE,Janus Henderson U.S. Real Estate ETF,N/A,0.65,5.95
DRE,FPRO,Fidelity Real Estate Investment ETF,Global Real Estate,0.59,4.6
DRE,SPRE,SP Funds S&P Global REIT Sharia ETF,Global Real Estate,0.69,3.9
DRE,EWRE,Invesco S&P 500® Equal Weight Real Estate ETF,Real Estate,0.4,3.69
DRE,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Volatility Hedged Equity,0.6,2.89
DRE,LSLT,Pacer Salt Low truBeta US Market ETF,Large Cap Blend Equities,0.6,1.11
ETN,GRID,First Trust Nasdaq Clean Edge Smart GRID Infrastructure Index,Alternative Energy Equities,0.7,7.77
ETN,MOTO,SmartETFs Smart Transportation & Technology ETF,Transportation Equities,0.68,3.27
ETN,PAVE,Global X US Infrastructure Development ETF,Utilities Equities,0.47,3.24
ETN,DIVS,SmartETFs Dividend Builder ETF,Global Equities,0.65,3.08
ETN,IDRV,iShares Self-driving EV & Tech ETF,Large Cap Blend Equities,0.47,2.66
ETN,LVHD,Legg Mason Low Volatility High Dividend ETF,Volatility Hedged Equity,0.27,2.57
ETN,FLQD,Franklin LibertyQ Global Dividend ETF,Large Cap Blend Equities,0.45,2.29
ETN,SHFT,iClima Distributed Renewable Energy Transition Leaders ETF,Alternative Energy Equities,0.65,2.26
ETN,XLI,Industrial Select Sector SPDR Fund,Industrials Equities,0.12,2.14
ETN,PWC,Invesco Dynamic Market ETF,All Cap Equities,0.6,2.11
ECL,EVX,VanEck Environmental Services ETF,Industrials Equities,0.55,9.72
ECL,IYM,iShares U.S. Basic Materials ETF,Materials,0.43,8.4
