Ticker,ETF_Ticker,ETF_Name,Category,Expense_Ratio,Weightage
J,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,2.6
J,FPX,First Trust US Equity Opportunities ETF,Large Cap Growth Equities,0.57,1.96
J,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities,0.04,0.42
JNJ,IHE,iShares U.S. Pharmaceuticals ETF,Health & Biotech Equities,0.42,21.34
JNJ,IEIH,iShares Evolved U.S. Innovative Healthcare ETF,Health & Biotech Equities,0.18,9.38
JNJ,XLV,Health Care Select Sector SPDR Fund,Health & Biotech Equities,0.12,8.51
JNJ,IYH,iShares U.S. Healthcare ETF,Health & Biotech Equities,0.43,8.01
JNJ,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Health & Biotech Equities,0.6,7.47
JNJ,VHT,Vanguard Health Care ETF,Health & Biotech Equities,0.1,7.31
JNJ,FHLC,Fidelity MSCI Health Care Index ETF,Health & Biotech Equities,0.08,7.01
JNJ,IXJ,iShares Global Healthcare ETF,Health & Biotech Equities,0.43,5.92
JNJ,JHMH,John Hancock Multifactor Healthcare ETF,Health & Biotech Equities,0.4,5.74
JNJ,FLV,American Century Focused Large Cap Value ETF,Global Equities,0.42,5.67
JPM,IYG,iShares U.S. Financial Services ETF,Financials Equities,0.42,11.38
JPM,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,11.32
JPM,VFH,Vanguard Financials ETF,Financials Equities,0.1,9.3
JPM,FNCL,Fidelity MSCI Financials Index ETF,Financials Equities,0.08,9.24
JPM,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,7.96
JPM,KBWB,Invesco KBW Bank ETF,Financials Equities,0.35,7.71
JPM,FTXO,First Trust Nasdaq Bank ETF,Financials Equities,0.6,7.66
JPM,IXG,iShares Global Financials ETF,Financials Equities,0.43,5.99
JPM,DURA,VanEck Morningstar Durable Dividend ETF,Large Cap Blend Equities,0.29,5.06
JPM,SDGA,Impact Shares Sustainable Development Goals Global ETF,Large Cap Blend Equities,0.75,4.81
KSU,IYT,iShares US Transportation ETF,Transportation Equities,0.42,3.81
KSU,PAVE,Global X US Infrastructure Development ETF,Utilities Equities,0.47,3.03
KSU,GVIP,Goldman Sachs Hedge Industry VIP ETF,Large Cap Growth Equities,0.45,2.12
KSU,NUMV,Nuveen ESG Mid-Cap Value ETF,Mid Cap Blend Equities,0.3,2.07
KSU,RGI,Invesco S&P 500® Equal Weight Industrials ETF,Industrials Equities,0.4,1.45
KEY,IAT,iShares U.S. Regional Banks ETF,Financials Equities,0.41,3.46
KEY,FOVL,iShares Focused Value Factor ETF,All Cap Equities,0.25,2.69
KEY,KRE,SPDR S&P Regional Banking ETF,Financials Equities,0.35,2.08
KEY,RYF,Invesco S&P 500® Equal Weight Financials ETF,Financials Equities,0.4,1.73
KEY,KBE,SPDR S&P Bank ETF,Financials Equities,0.35,1.54
KEY,SPYD,SPDR Portfolio S&P 500 High Dividend ETF,Large Cap Blend Equities,0.07,1.51
KMB,SDG,iShares MSCI Global Impact ETF,Large Cap Blend Equities,0.49,3.59
KMB,XLP,Consumer Staples Select Sector SPDR Fund,Consumer Staples Equities,0.12,2.47
KMB,IYK,iShares U.S. Consumer Staples ETF,Consumer Staples Equities,0.43,2.44
KMB,VDC,Vanguard Consumer Staples ETF,Consumer Staples Equities,0.1,2.06
KMB,FSTA,FIDELITY COVINGTON TRUST MSCI CONSUMER STAPLES INDEX ETF,Consumer Staples Equities,0.08,1.94
KMB,CDL,VictoryShares US Large Cap High Dividend Volatility Wtd ETF,Large Cap Value Equities,0.35,1.36
KMB,CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,Large Cap Value Equities,0.36,1.36
KMB,ONEY,SPDR Russell 1000 Yield Focus ETF,All Cap Equities,0.2,1.25
KMB,RBUS,Nationwide Risk-Based U.S. Equity ETF,Large Cap Blend Equities,0.3,0.68
KMB,ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Volatility Hedged Equity,0.2,0.63
KMI,MLPX,Global X MLP & Energy Infrastructure ETF,MLPs,0.45,8.04
KMI,PYPE,ETRACS NYSE Pickens Core Midstream Index ETN,Energy Equities,0.85,7.35
KMI,TPYP,Tortoise North American Pipeline Fund,Energy Equities,0.4,7.21
KMI,EINC,VanEck Energy Income ETF,Energy Equities,0.45,7.19
KMI,USAI,Pacer American Energy Independence ETF,Energy Equities,0.75,6.83
KMI,FTXN,First Trust Nasdaq Oil & Gas ETF,Energy Equities,0.6,6.45
KMI,ENFR,Alerian Energy Infrastructure ETF,Energy Equities,0.35,5.56
KMI,ATMP,Barclays ETN+ Select MLP ETN,MLPs,0.95,4.34
KMI,UMI,USCF Midstream Energy Income Fund ETF,N/A,0.85,4.25
KMI,GLIF,AGFiQ Global Infrastructure ETF,Utilities Equities,0.45,3.97
KHC,PBJ,Invesco Dynamic Food & Beverage ETF,Consumer Staples Equities,0.63,4.94
KHC,WBIY,WBI Power Factor High Dividend ETF,All Cap Equities,0.7,4.85
KHC,FXG,First Trust Consumer Staples AlphaDEX Fund,Consumer Staples Equities,0.63,3.21
KHC,RHS,Invesco S&P 500® Equal Weight Consumer Staples ETF,Consumer Staples Equities,0.4,3.18
KHC,SIXA,6 Meridian Mega Cap Equity ETF,Large Cap Blend Equities,0.86,2.68
LHX,FEDX,Emles Federal Contractors ETF,All Cap Equities,0.6,8.63
LHX,ARKX,ARK Space Exploration & Innovation ETF,Industrials Equities,0.75,5.0
LHX,PPA,Invesco Aerospace & Defense ETF,Industrials Equities,0.61,4.74
LHX,ROKT,SPDR S&P Kensho Final Frontiers ETF,Industrials Equities,0.45,4.21
LHX,ITA,iShares U.S. Aerospace & Defense ETF,Industrials Equities,0.42,4.16
LHX,XAR,SPDR S&P Aerospace & Defense ETF,Industrials Equities,0.35,3.91
LHX,MBOX,Freedom Day Dividend ETF,N/A,0.39,2.54
LRCX,BUL,Pacer US Cash Cows Growth ETF,All Cap Equities,0.6,4.76
LRCX,PSI,Invesco Dynamic Semiconductors ETF,Technology Equities,0.56,4.47
LRCX,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,4.35
LRCX,SMH,VanEck Semiconductor ETF,Technology Equities,0.35,4.12
LRCX,CFCV,ClearBridge Focus Value ESG ETF,Global Equities,0.49,3.84
LRCX,SOXQ,Invesco PHLX Semiconductor ETF,N/A,0.0,3.71
LRCX,FTXL,First Trust Nasdaq Semiconductor ETF,Technology Equities,0.6,3.69
LRCX,SOXX,iShares Semiconductor ETF,Technology Equities,0.43,3.68
LRCX,ALFA,AlphaClone Alternative Alpha ETF,All Cap Equities,0.65,3.03
LRCX,EGIS,2nd Vote Society Defended ETF,All Cap Equities,0.75,2.76
LVS,BJK,VanEck Gaming ETF,Consumer Discretionary Equities,0.65,6.01
LVS,NIFE,Direxion Fallen Knives ETF,Small Cap Blend Equities,0.5,5.02
LDOS,FEDX,Emles Federal Contractors ETF,All Cap Equities,0.6,4.42
LDOS,PPA,Invesco Aerospace & Defense ETF,Industrials Equities,0.61,2.84
LDOS,KOMP,SPDR S&P Kensho New Economies Composite ETF,All Cap Equities,0.2,0.8
LNC,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,3.64
LNC,DVLU,First Trust Dorsey Wright Momentum & Value ETF,All Cap Equities,0.6,2.86
LNC,KIE,SPDR S&P Insurance ETF,Financials Equities,0.35,2.16
LNC,RPV,Invesco S&P 500® Pure Value ETF,All Cap Equities,0.35,2.1
LNC,FXO,First Trust Financials AlphaDEX Fund,Financials Equities,0.62,1.54
LYV,EWCO,Invesco S&P 500 Equal Weight Communication Services ETF,Communications Equities,0.4,5.85
LYV,PEJ,Invesco Dynamic Leisure & Entertainment ETF,Consumer Discretionary Equities,0.55,3.45
LYV,OGIG,O’Shares Global Internet Giants ETF,Large Cap Growth Equities,0.48,1.84
LYV,SLT,Pacer Salt High truBeta US Market ETF,All Cap Equities,0.6,1.21
LYV,RSP,Invesco S&P 500® Equal Weight ETF,Large Cap Blend Equities,0.2,0.26
LMT,FEDX,Emles Federal Contractors ETF,All Cap Equities,0.6,8.64
LMT,PPA,Invesco Aerospace & Defense ETF,Industrials Equities,0.61,5.93
LMT,ITA,iShares U.S. Aerospace & Defense ETF,Industrials Equities,0.42,5.58
LMT,XAR,SPDR S&P Aerospace & Defense ETF,Industrials Equities,0.35,3.95
LMT,ROKT,SPDR S&P Kensho Final Frontiers ETF,Industrials Equities,0.45,3.58
LMT,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,Volatility Hedged Equity,0.35,2.99
LMT,ARKQ,ARK Autonomous Technology & Robotics ETF,All Cap Equities,0.75,2.65
LMT,XLI,Industrial Select Sector SPDR Fund,Industrials Equities,0.12,2.59
LMT,OUSA,OShares U.S. Quality Dividend ETF,Large Cap Growth Equities,0.48,2.42
LMT,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities,0.29,2.19
LOW,RTH,VanEck Retail ETF,Consumer Discretionary Equities,0.35,5.44
LOW,ITB,iShares U.S. Home Construction ETF,Building & Construction ,0.41,4.84
LOW,VIRS,Pacer BioThreat Strategy ETF,Large Cap Growth Equities,0.7,4.52
LOW,WBIG,WBI BullBear Yield 3000 ETF,Global Equities,1.14,4.38
LOW,XHB,SPDR S&P Homebuilders ETF,Building & Construction ,0.35,4.12
LOW,XLY,Consumer Discretionary Select Sector SPDR Fund,Consumer Discretionary Equities,0.12,3.71
LOW,MILN,Global X Millennial Consumer ETF,Large Cap Growth Equities,0.5,3.47
LOW,HOMZ,Hoya Capital Housing ETF,Materials,0.3,3.36
LOW,IEDI,iShares Evolved U.S. Discretionary Spending ETF,Consumer Discretionary Equities,0.18,3.18
LOW,NDVG,Nuveen Dividend Growth ETF,N/A,0.64,2.97
LYB,WBIY,WBI Power Factor High Dividend ETF,All Cap Equities,0.7,4.57
LYB,SDEI,Sound Equity Income ETF,N/A,0.45,4.51
LYB,FXZ,First Trust Materials AlphaDEX Fund,Materials,0.67,4.29
LYB,JHMA,John Hancock Multifactor Materials ETF,Materials,0.4,4.04
LYB,IYM,iShares U.S. Basic Materials ETF,Materials,0.43,3.52
LYB,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities,0.29,2.92
LYB,VAW,Vanguard Materials ETF,Materials,0.1,2.1
MRO,RYE,Invesco S&P 500® Equal Weight Energy ETF,Energy Equities,0.4,5.57
MRO,FXN,First Trust Energy AlphaDEX Fund,Energy Equities,0.64,4.2
MRO,FCG,First Trust Natural Gas ETF,Energy Equities,0.6,4.14
MRO,TADS,The Active Dividend Stock ETF,All Cap Equities,1.68,3.23
MRO,XOP,SPDR S&P Oil & Gas Exploration & Production ETF,Energy Equities,0.35,2.88
MRO,PXI,Invesco DWA Energy Momentum ETF,Energy Equities,0.6,2.74
MRO,IEO,iShares U.S. Oil & Gas Exploration & Production ETF,Energy Equities,0.42,2.66
MRO,SPHB,Invesco S&P 500® High Beta ETF,Large Cap Blend Equities,0.25,1.32
MRO,MAGA,Point Bridge GOP Stock Tracker ETF,Large Cap Blend Equities,0.72,1.02
MRO,JPME,JPMorgan Diversified Return US Mid Cap Equity ETF,Mid Cap Blend Equities,0.24,0.55
MKTX,BIDS,Amplify Digital & Online Trading ETF,N/A,0.59,6.32
MKTX,IAI,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Financials Equities,0.41,3.74
MMC,WBIL,WBI BullBear Quality 3000 ETF,Global Equities,1.25,4.71
MMC,FLV,American Century Focused Large Cap Value ETF,Global Equities,0.42,2.59
MMC,PFI,Invesco DWA Financial Momentum ETF,All Cap Equities,0.6,2.4
MMC,SPMV,Invesco S&P 500 Minimum Variance ETF,Large Cap Growth Equities,0.1,2.06
MMC,ZECP,Zacks Earnings Consistent Portfolio ETF,N/A,0.55,1.95
MMC,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,1.89
MMC,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,1.84
MMC,TDVG,T. Rowe Price Dividend Growth ETF,Large Cap Growth Equities,0.5,1.81
MMC,VFMV,Vanguard U.S. Minimum Volatility ETF,All Cap Equities,0.13,1.63
MMC,AUSF,Global X Adaptive U.S. Factor ETF,All Cap Equities,0.27,1.49
MAS,XHB,SPDR S&P Homebuilders ETF,Building & Construction ,0.35,3.92
MAS,ITB,iShares U.S. Home Construction ETF,Building & Construction ,0.41,2.16
MAS,PKW,Invesco BuyBack Achievers™ ETF,Large Cap Blend Equities,0.64,2.01
MAS,DEF,Invesco Defensive Equity ETF,Large Cap Growth Equities,0.53,1.1
MTCH,PBS,Invesco Dynamic Media ETF,All Cap Equities,0.63,5.34
MTCH,SOCL,Global X Social Media ETF,Large Cap Growth Equities,0.65,4.37
MTCH,EWCO,Invesco S&P 500 Equal Weight Communication Services ETF,Communications Equities,0.4,4.35
MTCH,JHCS,John Hancock Multifactor Media & Communications ETF,Large Cap Growth Equities,0.4,3.63
MTCH,XLC,Communication Services Select Sector SPDR Fund,Large Cap Growth Equities,0.12,2.93
MTCH,NUMG,Nuveen ESG Mid-Cap Growth ETF,Mid Cap Growth Equities,0.3,2.54
MTCH,IWFH,iShares Virtual Work and Life Multisector ETF,Technology Equities,0.47,2.37
MTCH,GTEK,Goldman Sachs Future Tech Leaders Equity ETF,N/A,0.75,1.8
MTCH,MMLG,First Trust Multi-Manager Large Growth ETF,Large Cap Growth Equities,0.85,1.79
MTCH,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities,0.08,1.2
MCD,PEJ,Invesco Dynamic Leisure & Entertainment ETF,Consumer Discretionary Equities,0.55,5.01
MCD,IECS,iShares Evolved U.S. Consumer Staples ETF,Consumer Staples Equities,0.18,4.69
MCD,DIA,SPDR Dow Jones Industrial Average ETF Trust,Large Cap Growth Equities,0.16,4.62
MCD,XLY,Consumer Discretionary Select Sector SPDR Fund,Consumer Discretionary Equities,0.12,4.26
MCD,EDOW,First Trust Dow 30 Equal Weight ETF,Large Cap Blend Equities,0.5,3.42
MCD,DJD,Invesco Dow Jones Industrial Average Dividend ETF,Large Cap Blend Equities,0.07,3.39
MCD,VCR,Vanguard Consumer Discretionary ETF,Consumer Discretionary Equities,0.1,3.17
MCD,IYC, iShares U.S. Consumer Discretionary ETF,Large Cap Growth Equities,0.43,3.13
MCD,FDIS,Fidelity MSCI Consumer Discretionary Index ETF,Consumer Discretionary Equities,0.08,3.12
MCD,OUSA,OShares U.S. Quality Dividend ETF,Large Cap Growth Equities,0.48,2.91
MDT,IHI,iShares U.S. Medical Devices ETF,Health & Biotech Equities,0.41,7.87
MDT,IEHS,iShares Evolved U.S. Healthcare Staples ETF,Health & Biotech Equities,0.18,5.42
MDT,FLV,American Century Focused Large Cap Value ETF,Global Equities,0.42,4.72
MDT,HART,IQ Healthy Hearts ETF,Health & Biotech Equities,0.45,4.54
MDT,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,Large Cap Blend Equities,0.75,4.04
MDT,VSL,Volshares Large Cap ETF,Large Cap Blend Equities,0.65,3.92
MDT,XLV,Health Care Select Sector SPDR Fund,Health & Biotech Equities,0.12,3.24
MDT,IYH,iShares U.S. Healthcare ETF,Health & Biotech Equities,0.43,3.04
MDT,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,2.92
MDT,AGNG,Global X Aging Population ETF,Health & Biotech Equities,0.5,2.89
MET,IAK,iShares U.S. Insurance ETF,Financials Equities,0.42,6.3
MET,WBIF,WBI BullBear Value 3000 ETF,Global Equities,1.25,4.17
MET,SIXA,6 Meridian Mega Cap Equity ETF,Large Cap Blend Equities,0.86,3.89
MET,RPV,Invesco S&P 500® Pure Value ETF,All Cap Equities,0.35,1.83
MET,TEQI,T. Rowe Price Equity Income ETF,Large Cap Value Equities,0.54,1.82
MET,SPVM,Invesco S&P 500 Value with Momentum ETF,Large Cap Value Equities,0.39,1.38
MET,VFMF,Vanguard U.S. Multifactor ETF,All Cap Equities,0.19,0.81
MGM,BJK,VanEck Gaming ETF,Consumer Discretionary Equities,0.65,5.96
MGM,GK,AdvisorShares Gerber Kawasaki ETF,N/A,0.81,3.17
MU,SMH,VanEck Semiconductor ETF,Technology Equities,0.35,4.22
MU,SOXQ,Invesco PHLX Semiconductor ETF,N/A,0.0,3.69
MU,FTXL,First Trust Nasdaq Semiconductor ETF,Technology Equities,0.6,3.69
MU,SOXX,iShares Semiconductor ETF,Technology Equities,0.43,3.66
MU,VLUE,iShares MSCI USA Value Factor ETF,Large Cap Value Equities,0.15,2.92
MU,LRGF,iShares MSCI USA Multifactor ETF,Large Cap Blend Equities,0.2,1.93
MU,DRIV,Global X Autonomous & Electric Vehicles ETF,Global Equities,0.68,1.63
MU,ACWF,iShares MSCI Global Multifactor ETF,Large Cap Blend Equities,0.35,1.26
MU,VFVA,Vanguard U.S. Value Factor ETF,All Cap Equities,0.14,0.61
MAA,NURE,Nuveen Short-Term REIT ETF,Real Estate,0.35,5.37
MAA,REZ,iShares Residential and Multisector Real Estate ETF,Real Estate,0.48,4.67
MAA,SPRE,SP Funds S&P Global REIT Sharia ETF,Global Real Estate,0.69,4.17
MAA,EWRE,Invesco S&P 500® Equal Weight Real Estate ETF,Real Estate,0.4,3.51
MAA,FPRO,Fidelity Real Estate Investment ETF,Global Real Estate,0.59,2.98
MAA,GQRE,FlexShares Global Quality Real Estate Index Fund,Global Real Estate,0.45,2.77
MAA,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Volatility Hedged Equity,0.6,2.68
MAA,ICF,iShares Cohen & Steers REIT ETF,Real Estate,0.33,2.51
MAA,RWR,SPDR Dow Jones REIT ETF,Real Estate,0.25,2.21
MAA,FRI,First Trust S&P REIT Index Fund,Real Estate,0.5,1.92
MHK,PKB,Invesco Dynamic Building & Construction ETF,Building & Construction ,0.6,4.17
MHK,FSMO,Fidelity Small-Mid Cap Opportunities ETF,N/A,0.64,1.2
MDLZ,PBJ,Invesco Dynamic Food & Beverage ETF,Consumer Staples Equities,0.63,4.85
MDLZ,XLP,Consumer Staples Select Sector SPDR Fund,Consumer Staples Equities,0.12,4.77
MDLZ,IECS,iShares Evolved U.S. Consumer Staples ETF,Consumer Staples Equities,0.18,4.5
MDLZ,FTXG,First Trust Nasdaq Food & Beverage ETF,Consumer Staples Equities,0.6,3.87
MDLZ,IYK,iShares U.S. Consumer Staples ETF,Consumer Staples Equities,0.43,3.8
MDLZ,VDC,Vanguard Consumer Staples ETF,Consumer Staples Equities,0.1,3.74
MDLZ,JHMS,John Hancock Multifactor Consumer Staples ETF,Consumer Staples Equities,0.4,3.67
MDLZ,FSTA,FIDELITY COVINGTON TRUST MSCI CONSUMER STAPLES INDEX ETF,Consumer Staples Equities,0.08,3.66
MDLZ,RHS,Invesco S&P 500® Equal Weight Consumer Staples ETF,Consumer Staples Equities,0.4,3.21
MDLZ,KXI,iShares Global Consumer Staples ETF,Consumer Staples Equities,0.43,2.25
MNST,KONG,Formidable Fortress ETF,Volatility Hedged Equity,0.89,4.77
MNST,PBJ,Invesco Dynamic Food & Beverage ETF,Consumer Staples Equities,0.63,4.58
MNST,PSL,Invesco DWA Consumer Staples Momentum ETF,Consumer Staples Equities,0.6,4.22
MNST,IECS,iShares Evolved U.S. Consumer Staples ETF,Consumer Staples Equities,0.18,2.72
MNST,FTCS,First Trust Capital Strength ETF,Large Cap Growth Equities,0.56,2.07
MNST,VDC,Vanguard Consumer Staples ETF,Consumer Staples Equities,0.1,1.7
MNST,FSTA,FIDELITY COVINGTON TRUST MSCI CONSUMER STAPLES INDEX ETF,Consumer Staples Equities,0.08,1.57
MNST,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities,0.65,1.29
MS,IAI,iShares U.S. Broker-Dealers & Securities Exchanges ETF,Financials Equities,0.41,20.49
MS,IYG,iShares U.S. Financial Services ETF,Financials Equities,0.42,3.24
MS,XLF,Financial Select Sector SPDR Fund,Financials Equities,0.12,3.22
MS,IEFN,iShares Evolved U.S. Financials ETF,Financials Equities,0.18,3.02
MS,IYF,iShares U.S. Financials ETF,Financials Equities,0.42,2.92
MS,VFH,Vanguard Financials ETF,Financials Equities,0.1,2.8
MS,CCOR,Core Alternative ETF,Large Cap Growth Equities,1.09,2.73
MS,REVS,Columbia Research Enhanced Value ETF,Large Cap Value Equities,0.19,2.71
MS,SPMO,Invesco S&P 500® Momentum ETF,Large Cap Growth Equities,0.13,2.61
MS,FNCL,Fidelity MSCI Financials Index ETF,Financials Equities,0.08,2.48
MSCI,EPRE,First Trust TCW ESG Premier Equity ETF,N/A,0.85,4.41
MSCI,IVDG,Invesco Focused Discovery Growth ETF,N/A,0.59,3.26
MSCI,STLG,iShares Factors US Growth Style ETF,Large Cap Growth Equities,0.25,1.8
MSCI,BIBL,Inspire 100 ETF,Large Cap Growth Equities,0.35,1.52
MSCI,VOT,Vanguard Mid-Cap Growth ETF,Mid Cap Growth Equities,0.07,1.32
MSCI,FLQM,Franklin LibertyQ U.S. Mid Cap Equity ETF,Mid Cap Blend Equities,0.3,1.27
MSCI,VO,Vanguard Mid-Cap ETF,Mid Cap Growth Equities,0.04,0.7
MSCI,ETHO,Etho Climate Leadership U.S. ETF,All Cap Equities,0.48,0.51
MSCI,IWR,iShares Russell Midcap ETF,Mid Cap Blend Equities,0.19,0.43
NTAP,IVES,Wedbush ETFMG Global Cloud Technology ETF,Global Equities,0.68,3.31
NTAP,SMIG,AAM Bahl & Gaynor Small/Mid Cap Income Growth ETF,N/A,0.6,3.03
NTAP,WFH,Direxion Work From Home ETF,All Cap Equities,0.45,2.6
NTAP,RNDV,US Equity Dividend Select ETF,Large Cap Blend Equities,0.5,1.93
NTAP,ONEY,SPDR Russell 1000 Yield Focus ETF,All Cap Equities,0.2,1.0
NTAP,DEUS,Xtrackers Russell US Multifactor ETF,All Cap Equities,0.17,0.74
NTAP,ONEO,SPDR Russell 1000 Momentum Focus ETF,All Cap Equities,0.2,0.72
NTAP,OMFL,Invesco Russell 1000 Dynamic Multifactor ETF,Large Cap Blend Equities,0.29,0.68
NTAP,SCHM,Schwab US Mid-Cap ETF,Mid Cap Growth Equities,0.04,0.46
NWL,ACTV,LeaderShares Activist Leaders ETF,Global Equities,0.75,3.1
NWL,DON,WisdomTree U.S. MidCap Dividend Fund,Mid Cap Blend Equities,0.38,1.03
NEE,UTES,Virtus Reaves Utilities ETF,Utilities Equities,0.49,23.0
NEE,XLU,Utilities Select Sector SPDR Fund,Utilities Equities,0.12,17.74
NEE,FUTY,Fidelity MSCI Utilities Index ETF,Utilities Equities,0.08,15.28
NEE,VPU,Vanguard Utilities ETF,Utilities Equities,0.1,14.89
NEE,IDU,iShares U.S. Utilities ETF,Utilities Equities,0.43,14.68
NEE,JXI,iShares Global Utilities ETF,Utilities Equities,0.43,10.16
NEE,SMOG,VanEck Low Carbon Energy ETF,Energy Equities,0.62,7.36
NEE,ECLN,First Trust EIP Carbon Impact ETF,Utilities Equities,0.97,5.96
NEE,IGF,iShares Global Infrastructure ETF,Utilities Equities,0.43,5.0
NEE,GII,SPDR S&P Global Infrastructure ETF,Utilities Equities,0.4,4.98
NKE,HART,IQ Healthy Hearts ETF,Health & Biotech Equities,0.45,4.99
NKE,IEDI,iShares Evolved U.S. Discretionary Spending ETF,Consumer Discretionary Equities,0.18,4.31
NKE,XLY,Consumer Discretionary Select Sector SPDR Fund,Consumer Discretionary Equities,0.12,4.15
NKE,QUAL,iShares MSCI USA Quality Factor ETF,Large Cap Growth Equities,0.15,3.9
NKE,VCR,Vanguard Consumer Discretionary ETF,Consumer Discretionary Equities,0.1,3.7
NKE,PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,Consumer Discretionary Equities,0.6,3.69
NKE,MILN,Global X Millennial Consumer ETF,Large Cap Growth Equities,0.5,3.65
NKE,LSAT,Leadershares Alphafactor Tactical Focused ETF,Money Market,0.99,3.63
NKE,FDIS,Fidelity MSCI Consumer Discretionary Index ETF,Consumer Discretionary Equities,0.08,3.53
NKE,BFIT,Global X Health & Wellness ETF,Consumer Discretionary Equities,0.5,3.45
NSC,IYT,iShares US Transportation ETF,Transportation Equities,0.42,4.62
NSC,FTXR,First Trust Nasdaq Transportation ETF,Industrials Equities,0.6,4.03
NSC,TADS,The Active Dividend Stock ETF,All Cap Equities,1.68,3.89
NSC,INFR,Legg Mason Global Infrastructure ETF,Utilities Equities,0.4,3.46
NSC,CCOR,Core Alternative ETF,Large Cap Growth Equities,1.09,2.79
NSC,PAVE,Global X US Infrastructure Development ETF,Utilities Equities,0.47,2.71
NSC,XTN,SPDR S&P Transportation ETF,Transportation Equities,0.35,2.24
NSC,XLI,Industrial Select Sector SPDR Fund,Industrials Equities,0.12,2.17
NSC,FIDU,Fidelity MSCI Industrial Index ETF,Industrials Equities,0.08,1.66
NSC,RGI,Invesco S&P 500® Equal Weight Industrials ETF,Industrials Equities,0.4,1.49
NOC,FEDX,Emles Federal Contractors ETF,All Cap Equities,0.6,9.11
NOC,PPA,Invesco Aerospace & Defense ETF,Industrials Equities,0.61,6.24
NOC,AMER,Emles Made in America ETF,All Cap Equities,0.49,4.93
NOC,ITA,iShares U.S. Aerospace & Defense ETF,Industrials Equities,0.42,4.32
NOC,XAR,SPDR S&P Aerospace & Defense ETF,Industrials Equities,0.35,4.14
NOC,ROKT,SPDR S&P Kensho Final Frontiers ETF,Industrials Equities,0.45,3.98
NOC,ILDR,First Trust Innovation Leaders ETF,N/A,0.75,1.95
NCLH,TRYP,"SonicShares Airlines, Hotels, Cruise Lines ETF",Consumer Discretionary Equities,0.75,4.08
NCLH,BEDZ,AdvisorShares Hotel ETF,Consumer Discretionary Equities,0.99,3.13
NCLH,CRUZ,Defiance Hotel Airline and Cruise ETF,Consumer Discretionary Equities,0.45,2.97
NUE,SLX,VanEck Steel ETF,Materials,0.56,8.26
NUE,FXZ,First Trust Materials AlphaDEX Fund,Materials,0.67,4.85
NUE,AMER,Emles Made in America ETF,All Cap Equities,0.49,4.82
NUE,JHMA,John Hancock Multifactor Materials ETF,Materials,0.4,4.74
NUE,XME,SPDR S&P Metals & Mining ETF,Materials,0.35,4.39
NUE,IYM,iShares U.S. Basic Materials ETF,Materials,0.43,4.21
NUE,PAVE,Global X US Infrastructure Development ETF,Utilities Equities,0.47,3.47
NUE,PYZ,Invesco DWA Basic Materials Momentum ETF,Materials,0.6,3.31
NUE,XLB,Materials Select Sector SPDR Fund,Materials,0.12,3.19
NUE,PICK,iShares MSCI Global Metals & Mining Producers ETF,Materials,0.39,3.18
NVR,ITB,iShares U.S. Home Construction ETF,Building & Construction ,0.41,7.72
NVR,PKB,Invesco Dynamic Building & Construction ETF,Building & Construction ,0.6,4.78
NVR,XHB,SPDR S&P Homebuilders ETF,Building & Construction ,0.35,3.6
NVR,USVT,US Value ETF,N/A,0.49,0.61
ORLY,FTXD,First Trust Nasdaq Retail ETF,Consumer Discretionary Equities,0.6,4.21
ORLY,EGIS,2nd Vote Society Defended ETF,All Cap Equities,0.75,3.87
ORLY,ZIG,Acquirers Fund,Large Cap Blend Equities,1.85,3.47
ORLY,RTH,VanEck Retail ETF,Consumer Discretionary Equities,0.35,3.35
ORLY,LYFE,2nd Vote Life Neutral Plus ETF,All Cap Equities,0.75,3.18
ORLY,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,Volatility Hedged Equity,0.35,3.11
ORLY,PWC,Invesco Dynamic Market ETF,All Cap Equities,0.6,2.42
ORLY,JHMC,John Hancock Multifactor Consumer Discretionary ETF,Consumer Discretionary Equities,0.4,1.75
ORLY,PSET,Principal Quality ETF,Large Cap Growth Equities,0.15,1.18
ORLY,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities,0.65,1.15
